age,job,marital,education,housing,loan,deposit
59,technician,married,primary,no,no,yes
48,unemployed,married,secondary,no,no,yes
45,admin.,married,secondary,no,no,yes
36,admin.,married,unknown,no,no,yes
33,services,single,secondary,no,no,yes
32,admin.,married,secondary,no,no,yes
60,retired,divorced,tertiary,yes,no,yes
39,management,married,tertiary,no,no,yes
37,admin.,single,secondary,no,no,yes
85,retired,married,primary,no,no,yes
79,retired,married,primary,no,no,yes
64,retired,married,secondary,no,no,yes
42,technician,married,secondary,yes,no,yes
47,blue-collar,married,secondary,no,no,yes
66,retired,married,secondary,no,no,yes
61,retired,married,secondary,no,no,yes
27,admin.,married,tertiary,no,no,yes
63,retired,married,secondary,no,no,yes
36,management,married,tertiary,no,no,yes
38,unemployed,married,primary,yes,no,yes
92,retired,married,unknown,no,no,yes
77,retired,married,secondary,no,no,yes
30,admin.,single,secondary,no,no,yes
81,retired,married,primary,no,no,yes
42,unknown,single,unknown,no,no,yes
48,admin.,divorced,secondary,no,no,yes
52,services,married,secondary,yes,no,yes
38,housemaid,divorced,secondary,no,no,yes
61,admin.,married,unknown,yes,no,yes
20,student,single,unknown,no,no,yes
39,admin.,married,secondary,no,no,yes
44,technician,married,secondary,yes,no,yes
73,retired,married,primary,no,no,yes
36,student,single,tertiary,no,no,yes
48,management,married,tertiary,no,no,yes
52,services,married,secondary,no,no,yes
30,blue-collar,married,secondary,no,no,yes
36,management,married,tertiary,no,no,yes
80,retired,married,primary,no,no,yes
33,technician,married,tertiary,no,no,yes
56,technician,married,tertiary,no,no,yes
54,admin.,married,secondary,no,no,yes
34,admin.,married,tertiary,no,no,yes
66,retired,married,tertiary,no,no,yes
52,blue-collar,married,primary,no,no,yes
60,retired,married,secondary,yes,no,yes
28,admin.,single,secondary,yes,yes,yes
56,retired,divorced,primary,no,no,yes
36,technician,married,tertiary,no,no,yes
45,management,single,tertiary,no,no,yes
60,management,married,unknown,no,no,yes
33,entrepreneur,single,secondary,no,no,yes
77,retired,married,tertiary,no,no,yes
66,retired,married,primary,no,no,yes
45,management,married,tertiary,no,no,yes
30,student,single,unknown,no,no,yes
56,services,married,secondary,no,no,yes
64,housemaid,married,unknown,no,no,yes
30,technician,single,tertiary,no,no,yes
33,technician,married,secondary,yes,no,yes
72,retired,married,primary,no,no,yes
44,technician,married,tertiary,yes,yes,yes
37,admin.,single,secondary,no,no,yes
52,blue-collar,married,secondary,no,yes,yes
37,technician,single,secondary,yes,yes,yes
34,management,married,tertiary,no,no,yes
78,retired,married,unknown,no,no,yes
45,admin.,married,secondary,no,no,yes
68,retired,married,tertiary,no,no,yes
53,management,married,tertiary,no,no,yes
39,services,married,secondary,no,no,yes
55,management,divorced,tertiary,no,no,yes
32,student,single,tertiary,no,no,yes
76,retired,married,primary,no,no,yes
35,admin.,divorced,secondary,no,no,yes
55,admin.,married,secondary,no,no,yes
41,technician,single,tertiary,yes,no,yes
35,unemployed,single,tertiary,no,no,yes
80,retired,married,secondary,no,no,yes
38,technician,married,secondary,no,no,yes
48,blue-collar,married,secondary,yes,no,yes
25,management,married,unknown,no,no,yes
36,admin.,single,tertiary,no,no,yes
29,housemaid,single,tertiary,no,no,yes
58,unemployed,married,secondary,no,no,yes
46,blue-collar,married,secondary,yes,no,yes
23,admin.,single,tertiary,yes,no,yes
67,retired,divorced,secondary,no,no,yes
30,management,married,tertiary,no,no,yes
22,student,single,secondary,no,no,yes
45,admin.,married,secondary,no,no,yes
40,management,married,tertiary,no,no,yes
35,management,married,tertiary,no,no,yes
33,student,married,secondary,no,no,yes
60,technician,married,secondary,yes,no,yes
24,student,single,tertiary,no,no,yes
18,student,single,unknown,no,no,yes
65,entrepreneur,married,tertiary,no,no,yes
27,management,single,tertiary,no,no,yes
35,admin.,single,secondary,no,yes,yes
39,blue-collar,single,tertiary,yes,no,yes
53,admin.,married,secondary,no,no,yes
23,student,single,secondary,no,no,yes
34,admin.,married,secondary,yes,no,yes
36,management,single,tertiary,no,no,yes
52,unemployed,married,secondary,no,no,yes
36,student,single,unknown,no,no,yes
61,retired,married,tertiary,yes,no,yes
58,technician,married,secondary,yes,no,yes
48,unemployed,divorced,secondary,no,no,yes
34,management,divorced,tertiary,no,no,yes
58,management,married,secondary,no,yes,yes
39,technician,divorced,secondary,yes,no,yes
44,management,married,tertiary,no,no,yes
54,unknown,married,secondary,no,no,yes
27,student,single,tertiary,no,no,yes
77,retired,married,secondary,no,no,yes
30,admin.,single,secondary,no,no,yes
61,retired,married,tertiary,no,no,yes
76,retired,married,primary,no,no,yes
28,blue-collar,married,secondary,yes,no,yes
35,management,married,tertiary,yes,no,yes
59,technician,married,secondary,no,no,yes
42,blue-collar,married,secondary,yes,no,yes
35,self-employed,single,tertiary,no,no,yes
71,retired,married,secondary,no,no,yes
60,retired,married,secondary,no,no,yes
34,blue-collar,married,secondary,yes,no,yes
57,retired,married,primary,no,no,yes
75,retired,married,secondary,no,no,yes
64,retired,married,tertiary,no,no,yes
36,technician,married,tertiary,no,no,yes
29,technician,single,secondary,no,no,yes
34,management,single,tertiary,no,no,yes
26,unemployed,single,secondary,no,no,yes
41,management,married,tertiary,no,no,yes
47,blue-collar,married,secondary,no,no,yes
52,management,married,tertiary,no,no,yes
32,technician,married,secondary,no,no,yes
21,student,single,secondary,no,no,yes
54,technician,married,secondary,no,no,yes
29,management,single,tertiary,no,no,yes
32,management,married,tertiary,no,no,yes
38,services,married,secondary,no,no,yes
48,unemployed,married,secondary,no,no,yes
46,management,married,tertiary,no,no,yes
32,technician,married,secondary,yes,no,yes
49,services,married,primary,yes,no,yes
37,management,married,tertiary,yes,no,yes
37,technician,single,tertiary,no,no,yes
23,student,single,secondary,no,no,yes
58,admin.,married,secondary,no,no,yes
45,management,married,tertiary,yes,no,yes
30,unemployed,single,secondary,no,no,yes
23,student,single,secondary,no,no,yes
34,management,married,tertiary,yes,no,yes
27,management,single,tertiary,yes,no,yes
28,student,single,tertiary,no,no,yes
61,self-employed,divorced,tertiary,no,no,yes
27,blue-collar,single,secondary,no,no,yes
34,management,single,tertiary,no,no,yes
52,technician,married,secondary,yes,no,yes
28,technician,single,secondary,yes,no,yes
35,management,single,tertiary,no,no,yes
66,retired,married,secondary,no,yes,yes
52,services,married,secondary,no,yes,yes
26,admin.,single,tertiary,yes,yes,yes
38,management,single,tertiary,yes,no,yes
59,self-employed,married,tertiary,no,no,yes
47,blue-collar,married,secondary,yes,no,yes
22,student,single,unknown,no,no,yes
82,retired,married,secondary,no,no,yes
60,retired,divorced,secondary,no,no,yes
53,management,married,tertiary,no,no,yes
39,management,single,tertiary,no,no,yes
27,unknown,single,unknown,no,no,yes
35,management,married,tertiary,no,no,yes
80,housemaid,married,primary,no,no,yes
47,admin.,married,secondary,no,no,yes
72,retired,divorced,tertiary,no,no,yes
45,management,single,tertiary,no,no,yes
37,unemployed,married,tertiary,no,no,yes
29,self-employed,single,tertiary,no,no,yes
40,management,single,tertiary,yes,no,yes
32,management,married,tertiary,yes,yes,yes
20,student,single,secondary,no,no,yes
48,housemaid,married,tertiary,no,no,yes
60,admin.,married,secondary,no,no,yes
70,retired,married,primary,no,no,yes
78,retired,divorced,secondary,no,no,yes
52,admin.,single,unknown,no,no,yes
61,self-employed,divorced,tertiary,no,no,yes
27,services,single,secondary,yes,no,yes
63,technician,married,secondary,no,no,yes
59,technician,married,secondary,yes,no,yes
22,student,single,secondary,no,no,yes
66,management,married,unknown,yes,no,yes
74,retired,married,primary,no,no,yes
52,technician,married,secondary,no,no,yes
71,retired,divorced,secondary,no,no,yes
33,management,married,tertiary,no,no,yes
56,technician,married,secondary,no,yes,yes
30,management,single,tertiary,no,no,yes
73,retired,married,unknown,no,no,yes
28,blue-collar,single,secondary,yes,no,yes
27,technician,single,tertiary,no,no,yes
38,services,single,secondary,no,no,yes
28,technician,single,secondary,yes,no,yes
37,management,single,tertiary,yes,no,yes
47,technician,married,primary,no,no,yes
60,retired,divorced,tertiary,no,no,yes
42,technician,married,secondary,yes,no,yes
27,student,single,tertiary,no,no,yes
25,student,single,secondary,no,no,yes
90,retired,divorced,primary,no,no,yes
29,student,single,unknown,no,no,yes
29,technician,single,tertiary,yes,no,yes
63,retired,married,secondary,no,no,yes
32,management,single,tertiary,no,no,yes
32,management,married,tertiary,yes,no,yes
42,management,married,tertiary,no,no,yes
26,admin.,single,tertiary,yes,no,yes
73,retired,single,secondary,no,no,yes
26,student,single,secondary,no,no,yes
60,admin.,married,secondary,no,no,yes
25,blue-collar,single,secondary,no,no,yes
64,retired,married,tertiary,no,no,yes
68,retired,married,primary,no,no,yes
39,services,married,secondary,no,no,yes
40,unemployed,single,secondary,no,no,yes
37,management,married,tertiary,no,no,yes
36,services,married,secondary,yes,no,yes
33,management,divorced,tertiary,no,no,yes
83,retired,married,tertiary,no,no,yes
31,technician,married,tertiary,yes,no,yes
64,unemployed,divorced,secondary,no,no,yes
59,unemployed,married,secondary,no,no,yes
33,management,single,tertiary,no,no,yes
35,management,married,tertiary,no,no,yes
69,retired,married,unknown,no,no,yes
31,management,single,tertiary,no,no,yes
73,retired,married,primary,no,no,yes
35,technician,married,secondary,yes,no,yes
28,management,single,tertiary,no,no,yes
34,management,married,tertiary,no,no,yes
33,management,married,tertiary,yes,no,yes
36,services,married,secondary,no,no,yes
44,management,married,unknown,no,no,yes
19,student,single,unknown,no,no,yes
28,management,single,tertiary,no,no,yes
51,blue-collar,married,primary,no,no,yes
52,unemployed,married,secondary,no,no,yes
61,retired,married,secondary,yes,yes,yes
39,management,married,tertiary,no,no,yes
37,unemployed,married,secondary,no,no,yes
80,retired,married,primary,no,no,yes
61,admin.,married,secondary,no,no,yes
72,retired,married,secondary,no,yes,yes
36,management,married,tertiary,no,no,yes
74,retired,married,tertiary,no,no,yes
35,blue-collar,married,secondary,no,no,yes
82,retired,divorced,primary,no,no,yes
71,retired,married,tertiary,no,no,yes
38,housemaid,single,secondary,yes,no,yes
38,management,married,unknown,no,no,yes
53,admin.,married,secondary,no,no,yes
29,management,single,tertiary,yes,no,yes
64,retired,married,primary,no,no,yes
35,unemployed,single,secondary,no,no,yes
35,admin.,married,secondary,no,no,yes
46,management,divorced,tertiary,no,no,yes
25,blue-collar,single,secondary,no,no,yes
46,management,married,tertiary,yes,no,yes
59,management,married,tertiary,no,no,yes
35,technician,single,secondary,no,no,yes
22,technician,single,secondary,yes,no,yes
31,management,single,tertiary,no,no,yes
43,management,divorced,tertiary,no,no,yes
35,management,single,tertiary,yes,no,yes
60,admin.,married,secondary,no,no,yes
54,management,married,secondary,no,no,yes
29,self-employed,single,tertiary,no,no,yes
30,student,single,secondary,no,no,yes
28,management,single,tertiary,no,no,yes
43,services,married,secondary,no,no,yes
37,services,married,secondary,no,no,yes
62,management,married,tertiary,no,no,yes
57,management,married,tertiary,no,no,yes
33,management,single,tertiary,no,no,yes
47,management,single,tertiary,yes,no,yes
39,technician,single,tertiary,no,no,yes
30,self-employed,single,tertiary,no,no,yes
28,admin.,single,tertiary,no,no,yes
57,management,divorced,tertiary,no,no,yes
23,services,single,secondary,no,no,yes
56,housemaid,single,tertiary,no,no,yes
44,admin.,divorced,tertiary,yes,no,yes
80,retired,divorced,primary,no,no,yes
47,management,married,tertiary,no,no,yes
27,student,single,secondary,no,no,yes
26,management,single,tertiary,yes,yes,yes
50,technician,divorced,secondary,no,no,yes
84,retired,married,secondary,no,no,yes
86,retired,married,primary,no,no,yes
46,management,married,unknown,no,no,yes
45,technician,married,secondary,no,yes,yes
60,blue-collar,married,primary,no,no,yes
47,admin.,married,secondary,yes,no,yes
53,admin.,married,secondary,no,no,yes
54,technician,married,secondary,yes,no,yes
19,student,single,secondary,no,no,yes
24,student,single,secondary,no,no,yes
39,management,divorced,tertiary,no,no,yes
53,technician,married,tertiary,no,no,yes
29,management,single,unknown,no,no,yes
30,management,married,tertiary,yes,no,yes
32,management,single,secondary,yes,no,yes
33,self-employed,single,tertiary,yes,yes,yes
33,management,single,tertiary,yes,no,yes
57,retired,married,unknown,no,no,yes
27,technician,single,tertiary,yes,no,yes
55,management,married,tertiary,yes,no,yes
36,management,single,tertiary,no,no,yes
26,management,single,tertiary,no,no,yes
31,admin.,married,secondary,no,no,yes
25,unemployed,single,primary,no,no,yes
49,admin.,married,secondary,yes,no,yes
30,management,single,tertiary,no,no,yes
32,management,single,tertiary,no,no,yes
36,management,single,tertiary,no,no,yes
38,management,married,tertiary,no,no,yes
45,blue-collar,single,primary,no,no,yes
36,management,single,unknown,no,no,yes
23,student,single,secondary,no,no,yes
38,technician,married,secondary,no,no,yes
44,services,married,primary,yes,no,yes
35,management,single,tertiary,no,no,yes
75,retired,married,secondary,no,no,yes
26,technician,single,tertiary,no,no,yes
59,technician,married,secondary,no,no,yes
30,management,single,tertiary,no,no,yes
36,blue-collar,married,primary,no,no,yes
39,technician,married,secondary,no,yes,yes
24,management,single,tertiary,yes,no,yes
22,services,single,secondary,no,no,yes
36,management,married,tertiary,yes,no,yes
22,management,single,tertiary,no,yes,yes
34,management,married,tertiary,no,no,yes
22,student,single,primary,no,no,yes
57,management,married,tertiary,yes,no,yes
30,student,single,tertiary,no,no,yes
55,unemployed,divorced,secondary,no,no,yes
38,blue-collar,divorced,secondary,yes,no,yes
39,blue-collar,single,secondary,yes,no,yes
38,technician,single,secondary,no,no,yes
24,admin.,single,secondary,no,no,yes
